70.0,64.0,0000000001000110,3,0.1875
71.0,99.0,0000000001000111,4,0.25
72.0,29.0,0000000001001000,2,0.125
73.0,64.0,0000000001001001,3,0.1875
74.0,64.0,0000000001001010,3,0.1875
75.0,99.0,0000000001001011,4,0.25
76.0,64.0,0000000001001100,3,0.1875
77.0,99.0,0000000001001101,4,0.25
78.0,99.0,0000000001001110,4,0.25
79.0,120.0,0000000001001111,5,0.3125
80.0,29.0,0000000001010000,2,0.125
81.0,64.0,0000000001010001,3,0.1875
82.0,64.0,0000000001010010,3,0.1875
83.0,99.0,0000000001010011,4,0.25
84.0,64.0,0000000001010100,3,0.1875
85.0,99.0,0000000001010101,4,0.25
86.0,99.0,0000000001010110,4,0.25
87.0,120.0,0000000001010111,5,0.3125
88.0,64.0,0000000001011000,3,0.1875
89.0,99.0,0000000001011001,4,0.25
90.0,99.0,0000000001011010,4,0.25
91.0,120.0,0000000001011011,5,0.3125
92.0,99.0,0000000001011100,4,0.25
93.0,120.0,0000000001011101,5,0.3125
94.0,120.0,0000000001011110,5,0.3125
95.0,127.0,0000000001011111,6,0.375
96.0,29.0,0000000001100000,2,0.125
97.0,64.0,0000000001100001,3,0.1875
98.0,64.0,0000000001100010,3,0.1875
99.0,99.0,0000000001100011,4,0.25
100.0,64.0,0000000001100100,3,0.1875
101.0,99.0,0000000001100101,4,0.25
102.0,99.0,0000000001100110,4,0.25
103.0,120.0,0000000001100111,5,0.3125
104.0,64.0,0000000001101000,3,0.1875
105.0,99.0,0000000001101001,4,0.25
106.0,99.0,0000000001101010,4,0.25
107.0,120.0,0000000001101011,5,0.3125
108.0,99.0,0000000001101100,4,0.25
109.0,120.0,0000000001101101,5,0.3125
110.0,120.0,0000000001101110,5,0.3125
111.0,127.0,0000000001101111,6,0.375
112.0,64.0,0000000001110000,3,0.1875
113.0,99.0,0000000001110001,4,0.25
114.0,98.0,0000000001110010,4,0.25
115.0,120.0,0000000001110011,5,0.3125
116.0,99.0,0000000001110100,4,0.25
117.0,120.0,0000000001110101,5,0.3125
118.0,120.0,0000000001110110,5,0.3125
119.0,127.0,0000000001110111,6,0.375
120.0,99.0,0000000001111000,4,0.25
121.0,120.0,0000000001111001,5,0.3125
122.0,120.0,0000000001111010,5,0.3125
123.0,127.0,0000000001111011,6,0.375
124.0,120.0,0000000001111100,5,0.3125
125.0,127.0,0000000001111101,6,0.375
126.0,127.0,0000000001111110,6,0.375
127.0,128.0,0000000001111111,7,0.4375
128.0,8.0,0000000010000000,1,0.0625
129.0,29.0,0000000010000001,2,0.125
130.0,29.0,0000000010000010,2,0.125
131.0,64.0,0000000010000011,3,0.1875
132.0,29.0,0000000010000100,2,0.125
133.0,64.0,0000000010000101,3,0.1875
134.0,64.0,0000000010000110,3,0.1875
135.0,98.0,0000000010000111,4,0.25
136.0,29.0,0000000010001000,2,0.125
137.0,64.0,0000000010001001,3,0.1875
138.0,64.0,0000000010001010,3,0.1875
139.0,99.0,0000000010001011,4,0.25
140.0,64.0,0000000010001100,3,0.1875
141.0,99.0,0000000010001101,4,0.25
142.0,99.0,0000000010001110,4,0.25
143.0,120.0,0000000010001111,5,0.3125
144.0,29.0,0000000010010000,2,0.125
145.0,64.0,0000000010010001,3,0.1875
146.0,64.0,0000000010010010,3,0.1875
147.0,99.0,0000000010010011,4,0.25
148.0,64.0,0000000010010100,3,0.1875
149.0,99.0,0000000010010101,4,0.25
150.0,99.0,0000000010010110,4,0.25
151.0,120.0,0000000010010111,5,0.3125
152.0,64.0,0000000010011000,3,0.1875
153.0,99.0,0000000010011001,4,0.25
154.0,99.0,0000000010011010,4,0.25
155.0,120.0,0000000010011011,5,0.3125
156.0,99.0,0000000010011100,4,0.25
157.0,120.0,0000000010011101,5,0.3125
158.0,120.0,0000000010011110,5,0.3125
159.0,127.0,0000000010011111,6,0.375
160.0,29.0,0000000010100000,2,0.125
161.0,64.0,0000000010100001,3,0.1875
162.0,64.0,0000000010100010,3,0.1875
163.0,99.0,0000000010100011,4,0.25
164.0,64.0,0000000010100100,3,0.1875
165.0,99.0,0000000010100101,4,0.25
166.0,99.0,0000000010100110,4,0.25
167.0,120.0,0000000010100111,5,0.3125
168.0,64.0,0000000010101000,3,0.1875
169.0,99.0,0000000010101001,4,0.25
170.0,99.0,0000000010101010,4,0.25
171.0,120.0,0000000010101011,5,0.3125
172.0,99.0,0000000010101100,4,0.25
173.0,120.0,0000000010101101,5,0.3125
174.0,120.0,0000000010101110,5,0.3125
175.0,127.0,0000000010101111,6,0.375
176.0,64.0,0000000010110000,3,0.1875
177.0,99.0,0000000010110001,4,0.25
178.0,99.0,0000000010110010,4,0.25
179.0,120.0,0000000010110011,5,0.3125
180.0,99.0,0000000010110100,4,0.25
181.0,120.0,0000000010110101,5,0.3125
182.0,120.0,0000000010110110,5,0.3125
183.0,127.0,0000000010110111,6,0.375
184.0,99.0,0000000010111000,4,0.25
185.0,120.0,0000000010111001,5,0.3125
186.0,120.0,0000000010111010,5,0.3125
187.0,127.0,0000000010111011,6,0.375
188.0,120.0,0000000010111100,5,0.3125
189.0,127.0,0000000010111101,6,0.375
190.0,127.0,0000000010111110,6,0.375
191.0,128.0,0000000010111111,7,0.4375
192.0,29.0,0000000011000000,2,0.125
193.0,64.0,0000000011000001,3,0.1875
194.0,64.0,0000000011000010,3,0.1875
195.0,99.0,0000000011000011,4,0.25
196.0,64.0,0000000011000100,3,0.1875
197.0,99.0,0000000011000101,4,0.25
198.0,99.0,0000000011000110,4,0.25
199.0,120.0,0000000011000111,5,0.3125
200.0,64.0,0000000011001000,3,0.1875
201.0,99.0,0000000011001001,4,0.25
202.0,99.0,0000000011001010,4,0.25
203.0,120.0,0000000011001011,5,0.3125
204.0,99.0,0000000011001100,4,0.25
205.0,120.0,0000000011001101,5,0.3125
206.0,120.0,0000000011001110,5,0.3125
207.0,127.0,0000000011001111,6,0.375
208.0,64.0,0000000011010000,3,0.1875
209.0,99.0,0000000011010001,4,0.25
210.0,99.0,0000000011010010,4,0.25
211.0,120.0,0000000011010011,5,0.3125
212.0,99.0,0000000011010100,4,0.25
213.0,120.0,0000000011010101,5,0.3125
214.0,120.0,0000000011010110,5,0.3125
215.0,127.0,0000000011010111,6,0.375
216.0,99.0,0000000011011000,4,0.25
217.0,120.0,0000000011011001,5,0.3125
218.0,120.0,0000000011011010,5,0.3125
219.0,127.0,0000000011011011,6,0.375
220.0,120.0,0000000011011100,5,0.3125
221.0,127.0,0000000011011101,6,0.375
222.0,127.0,0000000011011110,6,0.375
223.0,128.0,0000000011011111,7,0.4375
224.0,64.0,0000000011100000,3,0.1875
225.0,99.0,0000000011100001,4,0.25
226.0,99.0,0000000011100010,4,0.25
227.0,119.0,0000000011100011,5,0.3125
228.0,99.0,0000000011100100,4,0.25
229.0,120.0,0000000011100101,5,0.3125
230.0,120.0,0000000011100110,5,0.3125
231.0,127.0,0000000011100111,6,0.375
232.0,99.0,0000000011101000,4,0.25
233.0,120.0,0000000011101001,5,0.3125
234.0,120.0,0000000011101010,5,0.3125
235.0,127.0,0000000011101011,6,0.375
236.0,120.0,0000000011101100,5,0.3125
237.0,127.0,0000000011101101,6,0.375
238.0,127.0,0000000011101110,6,0.375
239.0,128.0,0000000011101111,7,0.4375
240.0,99.0,0000000011110000,4,0.25
241.0,120.0,0000000011110001,5,0.3125
242.0,120.0,0000000011110010,5,0.3125
243.0,127.0,0000000011110011,6,0.375
244.0,120.0,0000000011110100,5,0.3125
245.0,127.0,0000000011110101,6,0.375
246.0,127.0,0000000011110110,6,0.375
247.0,128.0,0000000011110111,7,0.4375
248.0,120.0,0000000011111000,5,0.3125
249.0,127.0,0000000011111001,6,0.375
250.0,127.0,0000000011111010,6,0.375
251.0,128.0,0000000011111011,7,0.4375
252.0,127.0,0000000011111100,6,0.375
253.0,128.0,0000000011111101,7,0.4375
254.0,128.0,0000000011111110,7,0.4375
255.0,128.0,0000000011111111,8,0.5
256.0,8.0,0000000100000000,1,0.0625
257.0,29.0,0000000100000001,2,0.125
258.0,29.0,0000000100000010,2,0.125
259.0,64.0,0000000100000011,3,0.1875
260.0,29.0,0000000100000100,2,0.125
261.0,64.0,0000000100000101,3,0.1875
262.0,64.0,0000000100000110,3,0.1875
263.0,99.0,0000000100000111,4,0.25
264.0,29.0,0000000100001000,2,0.125
265.0,64.0,0000000100001001,3,0.1875
266.0,64.0,0000000100001010,3,0.1875
267.0,99.0,0000000100001011,4,0.25
268.0,64.0,0000000100001100,3,0.1875
269.0,99.0,0000000100001101,4,0.25
270.0,99.0,0000000100001110,4,0.25
271.0,120.0,0000000100001111,5,0.3125
272.0,29.0,0000000100010000,2,0.125
273.0,64.0,0000000100010001,3,0.1875
274.0,64.0,0000000100010010,3,0.1875
275.0,99.0,0000000100010011,4,0.25
276.0,64.0,0000000100010100,3,0.1875
277.0,99.0,0000000100010101,4,0.25
278.0,99.0,0000000100010110,4,0.25
279.0,120.0,0000000100010111,5,0.3125
280.0,64.0,0000000100011000,3,0.1875
281.0,99.0,0000000100011001,4,0.25
282.0,99.0,0000000100011010,4,0.25
283.0,120.0,0000000100011011,5,0.3125
284.0,99.0,0000000100011100,4,0.25
285.0,120.0,0000000100011101,5,0.3125
286.0,120.0,0000000100011110,5,0.3125
287.0,127.0,0000000100011111,6,0.375
288.0,29.0,0000000100100000,2,0.125
289.0,64.0,0000000100100001,3,0.1875
290.0,64.0,0000000100100010,3,0.1875
291.0,99.0,0000000100100011,4,0.25
292.0,64.0,0000000100100100,3,0.1875
293.0,99.0,0000000100100101,4,0.25
294.0,99.0,0000000100100110,4,0.25
295.0,120.0,0000000100100111,5,0.3125
296.0,64.0,0000000100101000,3,0.1875
297.0,99.0,0000000100101001,4,0.25
298.0,99.0,0000000100101010,4,0.25
299.0,120.0,0000000100101011,5,0.3125
300.0,99.0,0000000100101100,4,0.25
301.0,120.0,0000000100101101,5,0.3125
302.0,120.0,0000000100101110,5,0.3125
303.0,127.0,0000000100101111,6,0.375
304.0,64.0,0000000100110000,3,0.1875
305.0,99.0,0000000100110001,4,0.25
306.0,99.0,0000000100110010,4,0.25
307.0,120.0,0000000100110011,5,0.3125
308.0,99.0,0000000100110100,4,0.25
309.0,120.0,0000000100110101,5,0.3125
310.0,120.0,0000000100110110,5,0.3125
311.0,127.0,0000000100110111,6,0.375
312.0,99.0,0000000100111000,4,0.25
313.0,120.0,0000000100111001,5,0.3125
314.0,120.0,0000000100111010,5,0.3125
315.0,127.0,0000000100111011,6,0.375
316.0,120.0,0000000100111100,5,0.3125
317.0,127.0,0000000100111101,6,0.375
318.0,127.0,0000000100111110,6,0.375
319.0,128.0,0000000100111111,7,0.4375
320.0,29.0,0000000101000000,2,0.125
321.0,64.0,0000000101000001,3,0.1875
322.0,64.0,0000000101000010,3,0.1875
323.0,99.0,0000000101000011,4,0.25
324.0,64.0,0000000101000100,3,0.1875
325.0,99.0,0000000101000101,4,0.25
326.0,99.0,0000000101000110,4,0.25
327.0,120.0,0000000101000111,5,0.3125
328.0,64.0,0000000101001000,3,0.1875
329.0,99.0,0000000101001001,4,0.25
330.0,99.0,0000000101001010,4,0.25
331.0,120.0,0000000101001011,5,0.3125
332.0,99.0,0000000101001100,4,0.25
333.0,120.0,0000000101001101,5,0.3125
334.0,120.0,0000000101001110,5,0.3125
335.0,127.0,0000000101001111,6,0.375
336.0,64.0,0000000101010000,3,0.1875
337.0,99.0,0000000101010001,4,0.25
338.0,99.0,0000000101010010,4,0.25
339.0,120.0,0000000101010011,5,0.3125
340.0,99.0,0000000101010100,4,0.25
341.0,120.0,0000000101010101,5,0.3125
342.0,120.0,0000000101010110,5,0.3125
343.0,127.0,0000000101010111,6,0.375
344.0,99.0,0000000101011000,4,0.25
345.0,120.0,0000000101011001,5,0.3125
346.0,120.0,0000000101011010,5,0.3125
347.0,127.0,0000000101011011,6,0.375
348.0,120.0,0000000101011100,5,0.3125
349.0,127.0,0000000101011101,6,0.375
350.0,127.0,0000000101011110,6,0.375
351.0,128.0,0000000101011111,7,0.4375
352.0,64.0,0000000101100000,3,0.1875
353.0,99.0,0000000101100001,4,0.25
354.0,99.0,0000000101100010,4,0.25
355.0,120.0,0000000101100011,5,0.3125
356.0,99.0,0000000101100100,4,0.25
357.0,120.0,0000000101100101,5,0.3125
358.0,120.0,0000000101100110,5,0.3125
359.0,127.0,0000000101100111,6,0.375
360.0,99.0,0000000101101000,4,0.25
361.0,120.0,0000000101101001,5,0.3125
362.0,120.0,0000000101101010,5,0.3125
363.0,127.0,0000000101101011,6,0.375
364.0,120.0,0000000101101100,5,0.3125
365.0,127.0,0000000101101101,6,0.375
366.0,127.0,0000000101101110,6,0.375
367.0,128.0,0000000101101111,7,0.4375
368.0,99.0,0000000101110000,4,0.25
369.0,120.0,0000000101110001,5,0.3125
370.0,120.0,0000000101110010,5,0.3125
371.0,127.0,0000000101110011,6,0.375
372.0,120.0,0000000101110100,5,0.3125
373.0,127.0,0000000101110101,6,0.375
374.0,127.0,0000000101110110,6,0.375
375.0,128.0,0000000101110111,7,0.4375
376.0,120.0,0000000101111000,5,0.3125
377.0,127.0,0000000101111001,6,0.375
378.0,127.0,0000000101111010,6,0.375
379.0,128.0,0000000101111011,7,0.4375
380.0,127.0,0000000101111100,6,0.375
381.0,128.0,0000000101111101,7,0.4375
382.0,128.0,0000000101111110,7,0.4375
383.0,128.0,0000000101111111,8,0.5
384.0,29.0,0000000110000000,2,0.125
385.0,64.0,0000000110000001,3,0.1875
386.0,64.0,0000000110000010,3,0.1875
387.0,99.0,0000000110000011,4,0.25
388.0,64.0,0000000110000100,3,0.1875
389.0,99.0,0000000110000101,4,0.25
390.0,99.0,0000000110000110,4,0.25
391.0,120.0,0000000110000111,5,0.3125
392.0,64.0,0000000110001000,3,0.1875
393.0,99.0,0000000110001001,4,0.25
394.0,99.0,0000000110001010,4,0.25
395.0,120.0,0000000110001011,5,0.3125
396.0,99.0,0000000110001100,4,0.25
397.0,120.0,0000000110001101,5,0.3125
398.0,120.0,0000000110001110,5,0.3125
399.0,127.0,0000000110001111,6,0.375
400.0,64.0,0000000110010000,3,0.1875
401.0,99.0,0000000110010001,4,0.25
402.0,99.0,0000000110010010,4,0.25
403.0,120.0,0000000110010011,5,0.3125
404.0,99.0,0000000110010100,4,0.25
405.0,120.0,0000000110010101,5,0.3125
406.0,120.0,0000000110010110,5,0.3125
407.0,127.0,0000000110010111,6,0.375
408.0,99.0,0000000110011000,4,0.25
409.0,120.0,0000000110011001,5,0.3125
410.0,120.0,0000000110011010,5,0.3125
411.0,127.0,0000000110011011,6,0.375
412.0,120.0,0000000110011100,5,0.3125
413.0,127.0,0000000110011101,6,0.375
414.0,127.0,0000000110011110,6,0.375
415.0,128.0,0000000110011111,7,0.4375
416.0,64.0,0000000110100000,3,0.1875
417.0,99.0,0000000110100001,4,0.25
418.0,99.0,0000000110100010,4,0.25
419.0,120.0,0000000110100011,5,0.3125
420.0,99.0,0000000110100100,4,0.25
421.0,120.0,0000000110100101,5,0.3125
422.0,120.0,0000000110100110,5,0.3125
423.0,127.0,0000000110100111,6,0.375
424.0,99.0,0000000110101000,4,0.25
425.0,120.0,0000000110101001,5,0.3125
426.0,120.0,0000000110101010,5,0.3125
427.0,127.0,0000000110101011,6,0.375
428.0,120.0,0000000110101100,5,0.3125
429.0,127.0,0000000110101101,6,0.375
430.0,127.0,0000000110101110,6,0.375
431.0,128.0,0000000110101111,7,0.4375
432.0,99.0,0000000110110000,4,0.25
433.0,120.0,0000000110110001,5,0.3125
434.0,120.0,0000000110110010,5,0.3125
435.0,127.0,0000000110110011,6,0.375
436.0,120.0,0000000110110100,5,0.3125
437.0,127.0,0000000110110101,6,0.375
438.0,127.0,0000000110110110,6,0.375
439.0,128.0,0000000110110111,7,0.4375
440.0,120.0,0000000110111000,5,0.3125
441.0,127.0,0000000110111001,6,0.375
442.0,127.0,0000000110111010,6,0.375
443.0,128.0,0000000110111011,7,0.4375
444.0,127.0,0000000110111100,6,0.375
445.0,128.0,0000000110111101,7,0.4375
446.0,128.0,0000000110111110,7,0.4375
447.0,128.0,0000000110111111,8,0.5
448.0,64.0,0000000111000000,3,0.1875
449.0,99.0,0000000111000001,4,0.25
450.0,99.0,0000000111000010,4,0.25
451.0,120.0,0000000111000011,5,0.3125
452.0,99.0,0000000111000100,4,0.25
453.0,120.0,0000000111000101,5,0.3125
454.0,120.0,0000000111000110,5,0.3125
455.0,127.0,0000000111000111,6,0.375
456.0,99.0,0000000111001000,4,0.25
457.0,120.0,0000000111001001,5,0.3125
458.0,120.0,0000000111001010,5,0.3125
459.0,127.0,0000000111001011,6,0.375
460.0,120.0,0000000111001100,5,0.3125
461.0,127.0,0000000111001101,6,0.375
462.0,127.0,0000000111001110,6,0.375
463.0,128.0,0000000111001111,7,0.4375
464.0,99.0,0000000111010000,4,0.25
465.0,120.0,0000000111010001,5,0.3125
466.0,120.0,0000000111010010,5,0.3125
467.0,127.0,0000000111010011,6,0.375
468.0,120.0,0000000111010100,5,0.3125
469.0,127.0,0000000111010101,6,0.375
470.0,127.0,0000000111010110,6,0.375
471.0,128.0,0000000111010111,7,0.4375
472.0,120.0,0000000111011000,5,0.3125
473.0,127.0,0000000111011001,6,0.375
474.0,127.0,0000000111011010,6,0.375
475.0,128.0,0000000111011011,7,0.4375
476.0,127.0,0000000111011100,6,0.375
477.0,128.0,0000000111011101,7,0.4375
478.0,128.0,0000000111011110,7,0.4375
479.0,128.0,0000000111011111,8,0.5
480.0,99.0,0000000111100000,4,0.25
481.0,120.0,0000000111100001,5,0.3125
482.0,120.0,0000000111100010,5,0.3125
483.0,127.0,0000000111100011,6,0.375
484.0,120.0,0000000111100100,5,0.3125
485.0,127.0,0000000111100101,6,0.375
486.0,127.0,0000000111100110,6,0.375
487.0,128.0,0000000111100111,7,0.4375
488.0,120.0,0000000111101000,5,0.3125
489.0,127.0,0000000111101001,6,0.375
490.0,127.0,0000000111101010,6,0.375
491.0,128.0,0000000111101011,7,0.4375
492.0,127.0,0000000111101100,6,0.375
493.0,128.0,0000000111101101,7,0.4375
494.0,128.0,0000000111101110,7,0.4375
495.0,128.0,0000000111101111,8,0.5
496.0,120.0,0000000111110000,5,0.3125
497.0,127.0,0000000111110001,6,0.375
498.0,127.0,0000000111110010,6,0.375
499.0,128.0,0000000111110011,7,0.4375
500.0,127.0,0000000111110100,6,0.375
501.0,128.0,0000000111110101,7,0.4375
502.0,128.0,0000000111110110,7,0.4375
503.0,128.0,0000000111110111,8,0.5
504.0,127.0,0000000111111000,6,0.375
505.0,128.0,0000000111111001,7,0.4375
506.0,128.0,0000000111111010,7,0.4375
507.0,128.0,0000000111111011,8,0.5
508.0,128.0,0000000111111100,7,0.4375
509.0,128.0,0000000111111101,8,0.5
510.0,128.0,0000000111111110,8,0.5
511.0,128.0,0000000111111111,9,0.5625
512.0,8.0,0000001000000000,1,0.0625
513.0,29.0,0000001000000001,2,0.125
514.0,29.0,0000001000000010,2,0.125
515.0,64.0,0000001000000011,3,0.1875
516.0,29.0,0000001000000100,2,0.125
517.0,64.0,0000001000000101,3,0.1875
518.0,64.0,0000001000000110,3,0.1875
519.0,99.0,0000001000000111,4,0.25
520.0,29.0,0000001000001000,2,0.125
521.0,64.0,0000001000001001,3,0.1875
522.0,64.0,0000001000001010,3,0.1875
523.0,99.0,0000001000001011,4,0.25
524.0,64.0,0000001000001100,3,0.1875
525.0,99.0,0000001000001101,4,0.25
526.0,99.0,0000001000001110,4,0.25
527.0,120.0,0000001000001111,5,0.3125
528.0,29.0,0000001000010000,2,0.125
529.0,64.0,0000001000010001,3,0.1875
530.0,64.0,0000001000010010,3,0.1875
531.0,99.0,0000001000010011,4,0.25
532.0,64.0,0000001000010100,3,0.1875
533.0,99.0,0000001000010101,4,0.25
534.0,99.0,0000001000010110,4,0.25
535.0,120.0,0000001000010111,5,0.3125
536.0,64.0,0000001000011000,3,0.1875
537.0,99.0,0000001000011001,4,0.25
538.0,99.0,0000001000011010,4,0.25
539.0,120.0,0000001000011011,5,0.3125
540.0,99.0,0000001000011100,4,0.25
541.0,120.0,0000001000011101,5,0.3125
542.0,120.0,0000001000011110,5,0.3125
543.0,127.0,0000001000011111,6,0.375
544.0,29.0,0000001000100000,2,0.125
545.0,64.0,0000001000100001,3,0.1875
546.0,64.0,0000001000100010,3,0.1875
547.0,99.0,0000001000100011,4,0.25
548.0,64.0,0000001000100100,3,0.1875
549.0,99.0,0000001000100101,4,0.25
550.0,99.0,0000001000100110,4,0.25
551.0,120.0,0000001000100111,5,0.3125
552.0,64.0,0000001000101000,3,0.1875
553.0,99.0,0000001000101001,4,0.25
554.0,99.0,0000001000101010,4,0.25
555.0,120.0,0000001000101011,5,0.3125
556.0,99.0,0000001000101100,4,0.25
557.0,120.0,0000001000101101,5,0.3125
558.0,120.0,0000001000101110,5,0.3125
559.0,127.0,0000001000101111,6,0.375
560.0,64.0,0000001000110000,3,0.1875
561.0,99.0,0000001000110001,4,0.25
562.0,99.0,0000001000110010,4,0.25
563.0,120.0,0000001000110011,5,0.3125
564.0,99.0,0000001000110100,4,0.25
565.0,120.0,0000001000110101,5,0.3125
566.0,120.0,0000001000110110,5,0.3125
567.0,127.0,0000001000110111,6,0.375
568.0,99.0,0000001000111000,4,0.25
569.0,120.0,0000001000111001,5,0.3125
570.0,120.0,0000001000111010,5,0.3125
571.0,127.0,0000001000111011,6,0.375
572.0,120.0,0000001000111100,5,0.3125
573.0,127.0,0000001000111101,6,0.375
574.0,127.0,0000001000111110,6,0.375
575.0,128.0,0000001000111111,7,0.4375
576.0,29.0,0000001001000000,2,0.125
577.0,64.0,0000001001000001,3,0.1875
578.0,64.0,0000001001000010,3,0.1875
579.0,99.0,0000001001000011,4,0.25
580.0,64.0,0000001001000100,3,0.1875
581.0,99.0,0000001001000101,4,0.25
582.0,99.0,0000001001000110,4,0.25
583.0,120.0,0000001001000111,5,0.3125
584.0,64.0,0000001001001000,3,0.1875
585.0,99.0,0000001001001001,4,0.25
586.0,99.0,0000001001001010,4,0.25
587.0,120.0,0000001001001011,5,0.3125
588.0,99.0,0000001001001100,4,0.25
589.0,120.0,0000001001001101,5,0.3125
590.0,120.0,0000001001001110,5,0.3125
591.0,127.0,0000001001001111,6,0.375
592.0,64.0,0000001001010000,3,0.1875
593.0,99.0,0000001001010001,4,0.25
594.0,99.0,0000001001010010,4,0.25
595.0,120.0,0000001001010011,5,0.3125
596.0,99.0,0000001001010100,4,0.25
597.0,120.0,0000001001010101,5,0.3125
598.0,120.0,0000001001010110,5,0.3125
599.0,127.0,0000001001010111,6,0.375
600.0,99.0,0000001001011000,4,0.25
601.0,120.0,0000001001011001,5,0.3125
602.0,120.0,0000001001011010,5,0.3125
603.0,127.0,0000001001011011,6,0.375
604.0,120.0,0000001001011100,5,0.3125
605.0,127.0,0000001001011101,6,0.375
606.0,127.0,0000001001011110,6,0.375
607.0,128.0,0000001001011111,7,0.4375
608.0,64.0,0000001001100000,3,0.1875
609.0,99.0,0000001001100001,4,0.25
610.0,99.0,0000001001100010,4,0.25
611.0,120.0,0000001001100011,5,0.3125
612.0,99.0,0000001001100100,4,0.25
613.0,120.0,0000001001100101,5,0.3125
614.0,120.0,0000001001100110,5,0.3125
615.0,127.0,0000001001100111,6,0.375
616.0,99.0,0000001001101000,4,0.25
617.0,120.0,0000001001101001,5,0.3125
618.0,120.0,0000001001101010,5,0.3125
619.0,127.0,0000001001101011,6,0.375
620.0,120.0,0000001001101100,5,0.3125
621.0,127.0,0000001001101101,6,0.375
622.0,127.0,0000001001101110,6,0.375
623.0,128.0,0000001001101111,7,0.4375
624.0,99.0,0000001001110000,4,0.25
625.0,120.0,0000001001110001,5,0.3125
626.0,120.0,0000001001110010,5,0.3125
627.0,127.0,0000001001110011,6,0.375
628.0,120.0,0000001001110100,5,0.3125
629.0,127.0,0000001001110101,6,0.375
630.0,127.0,0000001001110110,6,0.375
631.0,128.0,0000001001110111,7,0.4375
632.0,120.0,0000001001111000,5,0.3125
633.0,127.0,0000001001111001,6,0.375
634.0,127.0,0000001001111010,6,0.375
635.0,128.0,0000001001111011,7,0.4375
636.0,127.0,0000001001111100,6,0.375
637.0,128.0,0000001001111101,7,0.4375
638.0,128.0,0000001001111110,7,0.4375
639.0,128.0,0000001001111111,8,0.5
640.0,29.0,0000001010000000,2,0.125
641.0,64.0,0000001010000001,3,0.1875
642.0,64.0,0000001010000010,3,0.1875
643.0,99.0,0000001010000011,4,0.25
644.0,64.0,0000001010000100,3,0.1875
645.0,99.0,0000001010000101,4,0.25
646.0,99.0,0000001010000110,4,0.25
647.0,120.0,0000001010000111,5,0.3125
648.0,64.0,0000001010001000,3,0.1875
649.0,99.0,0000001010001001,4,0.25
650.0,99.0,0000001010001010,4,0.25
